"순번","민원제목","민원내용","민원등록일","민원수정일","민원답변일","처리부서","진행상태","민원인주소_법정동"
877,"주차단속 해주세요.","저는 익산시 춘포면 화신길 54-5에 거주하는 임성호라고 합니다.며칠전 시정에 바란다 26111번에 민원을 넣었던 사람입니다. 그런데, 시청 공무원이 현장에 다녀간 뒤에도 개선된 점이 없이 그때보다 현재 상황이 더욱 안좋아지고 있고 개선이 되지 않고 있어 이렇게 다시한번 민원을 제기합니다. 당시 마을에서 발생되는 생활하수가 하수관을 통해 배출되고 있는데, 저희 집 앞에 주택 신축공사를 하면서 콘크리트 하수관이 막혀있다고 민원을 제기한 바 있습니다. 또한 저희 집으로 연결된 도로에 공사자재 등을 쌓아놓아 도로를 이용하지 못하고 있다는 민원에 시청공무원 담당자분께서 오셔서 직접 보시고 시정토록 조치를 한 사실이 있습니다.그런데, 그때보다 더 상황이 심각해졌습니다. 기존에 있는 하수관에 신축건물에서 나오는 배수관을 콘크리트를 깨고 관을 입구 쪽에 연결하는 시설을 하였으나 마무리를 제대로 하지 않고 하수관과 연결을 하여 비와 토사가 함께 흘러내려 하수관이 꽉 막혀버렸습니다. 또한, 사진과 같이 하수관보다 주택 건물 앞 흙이 훨씬 높게 쌓여있어 비가 오면 토사가 하수관으로 흘러내려 계속 쌓여가고 있어 이번 비에 저희 집 앞 하수관 물이 흐르지 못하고 넘치는 등 더욱 상황이 나빠졌습니다. 준공검사를 받기 위해 집 뒤에 배수관을 긴급하게 시설을 한 것 같은데 이웃에게 큰 피해를 주면서도 개의치 않고 무시하는 모습에 너무 화가 납니다.또한, 26111번 민원 당시 건축과에서 현장에 나와 도로를 막고 있는 건축자재를 치울 것을 분명히 명령하여 치우기로 하였는데 사진과 같이 아직도 그대로 입니다.주택 신축을 하고 준공검사를 받기 위해  시청 공무원 앞에서는 당장 치울 것 처럼 행동을 하다가, 시청공무원이 돌아 간 뒤에는 나몰라라 하는 식으로 어떠한 조치를 취하고 있지 않습니다. 준공검사가 완료되기 전에도 이런 식인데 준공검사가 완료된 후에는 어떻게 나올지 너무 걱정입니다.하수관 막혀있는 것을 원 상태로 조치해 주시고, 도로에 쌓여 있는 공사자재를 당장 치워줄 것을 요구합니다. 또한, 주택 준공완료후 검사를 하러 오실때 주변 주민들에게 피해를 준 것이 없는지, 시설이 제대로 잘 규격에 맞게 설비가 되어 있는지 꼼꼼히 확인해주시고 저희 주민들에게도 확인절차를 받은 다음에 허가절차를 진행해주시기를 요청합니다.그리고, 이 민원에 현장에 실사를 나오시기 전에 연락없이 나오시지 마시고 저에게 미리 전화로 시간약속을 정하고 현장에 나와주시기를 바랍니다.  첨부파일에 민원내용의 현장사진을 첨부합니다.시민들을 위해 항상 애쓰시는 시청 공무원 여러분께 항상 감사하다는 말씀을 드리며, 이상 마치겠습니다.","2016-08-30","2016-08-30","2016-09-02","교통행정과","처리완료","후곡길"
878,"부안 워터조이요~","안녕하십니까~당사는 2016년 한국.베트남 글로비치 코리아 엑스포 페스티벌 진행계약업체인 주식회사 디지털파머스입니다. 베트남 진출에 관심있는 지역자치단체의 참여를 위해 관련행사 제안서를 송부드립니다. 담당자분의 검토 부탁드립니다. <행사에 대한 자세한 문의사항>df2015@daum.net / 박동균대표 010-9042-8486많은 관심과 연락부탁드립니다.","2018-08-01","2018-08-01","2018-08-04","농업진흥과","처리완료","부안읍"
879,"(SPP-1801-1800138)도로인거같은데 주차해놓음 * 첨부파일촬영시간 안내(안","<장애인 전용주차구역 불법주차> 과태료부과하시는거맞는지요?이분차량 제가 4번정도찍은거로아는데아주머니운전자이시고부과가제대로안되는지계속여기에 주차하시내요.저번달에 찍힌거이번달부과하셨을텐대맞는지요?상당히여유있으신분이시던지 아님 일처리가제대로안되었던지 .. (1/1) A : 2018.01.16 15:51:47 A :  : I :  .[ (02-2195-1129~30)]","2018-01-18",,"2018-01-26","건설교통과","처리완료","부안읍"
880,"화물차 좀 치워주세요","어양동 하나로길 부영아파트와 이편한세상아파트 사이에 대형화물차 및 관광버스들이 야간에 도로를 점유하고 있어 운전하는데도 위험하고 미관에도 좋지 않습니다. 몇달전에도 같은 내용으로 글을 썼는데 시정이 되지 않네요. 노력하겠습니다란 뻔한 답변 말고 단속 좀 해주세요. 인력이 부족해 힘들면 말씀하세요. 단속권만 주시면 제가라도 사진 찍어 보내 드리겠습니다.(공무원헌장에 충실해 주세요)","2016-12-08","2016-12-08","2016-12-13","교통행정과","처리완료","백산면"
881,"부송동 우남콤비타운 앞 시의원사무소","살기좋은 익산시를 만들기 위해 노력하심에 감사드립니다.다름이 아니오라 보도블럭이 꺼짐이 발생하여 물이 고이는등 보행에 지장을 초래하고 많은 불편사항이 있는바 개선해 주셨으면 하는 마음에 글을 올립니다.감사합니다.","2018-03-14","2018-03-14","2018-03-19","녹색환경과","처리완료","부안읍"
882,"군유지 매각 요청","상서면 가오리 870-3 이하 여러 필지의 군유지 부지 매각 요청","2017-07-19",,"2017-07-27","재무과","처리완료","동진면"
883,"미세먼지 대책을 마련해야 합니다.","녹색환경과 민원 답변 잘 보았습니다.제 민원글 외의 다른 공개글, 녹색환경과 글을 보니 다들 복사 & 붙여놓았네요.답변 태도에 불쾌합니다.민원 넣는 익산시민들은 할일이 없어서 이렇게 시간내서 글쓰고, 답변 글 찾아보겠습니까?요즘 익산시민들이 저감정책에 관심이 많고 업무가 많다는것도 이해하지만 이건 아닌거 같습니다.얼마나 답답하고 직접 글을 남기고, 저감정책을 찾아보고 관심 갖는지 그 입장을 생각해보세요. 그리고 현재 익산시는 저감정책에 의지가 없다는 강한 느낌을 받았습니다.그 정도의 노력은 타시도에서 기본적으로 하고 있습니다.당장 공기를 좋아지게 해달라는거 아닙니다.작은것부터 할 수 있는 정책을 시행해야지 않을까요???제안합니다 - 나무심기부터 시작하세요.제가 이렇게 제안하면 토목환경과(?)로 지정될까요?저는 녹색환경과와 논의하고 싶습니다!!! 가까운 전주만 살펴봐도 곳곳에 나무숲이 형성되어 있습니다.그리고 인공폭포도 만들고, 다른지역의 저감정책이라도 따라서 하세요.따라한다고 누가 뭐라하지 않습니다.그리고 종량제 봉투값 인상했으면 제대로 환경비용으로 사용하세요. 제가 얼마전 청소자원과에 민원을 넣었더니 주무관님이 전화주셔서, 불법소각 현수막도 걸고, 더욱 활발히 불법단속하겠다고 합니다.녹색환경과는 민원답변에 똑같이 복사 후 붙이기가 도대체 무슨 태도입니까?익산시민들의 목소리에 귀기울이세요!!!녹색환경과의 일방적이고, 폐쇄적인 태도... 요즘 보기 드문 자세입니다. 익산의 고농도 미세먼지 책임이 녹색환경과만의 책임은 아닙니다.익산 모두의 책임입니다.지금부터라도 익산시민들에게 환경사랑 홍보 적극하시고익산 읍면(오산, 춘포, 함라, 함열, 낭산 외) 불법소각을 하지 않도록 시스템 재정비하세요.이게 어떻게 청소자원과만의 문제가 되겠습니까???익산시 모두의 과제이자 해결해 나가야 할 부분입니다.열린 마음으로 시민들의 목소리에 귀기울이세요!!! 그리고 서울의 모방송사에서 익산 현 상황을 인식하고, 시민의 목소리를 담고 싶어합니다.익산시가 작은 손바닥으로 가리고 숨긴다고, 없어지는게 아니라는 사실 아셨으면 좋겠습니다!!! ","2018-04-04","2018-04-04","2018-04-05","녹색환경과","처리완료","부안읍"
884,"★ 김제시 최초 탄생 한눈에 바로 보기!!","교량 안전진단 표식판을 세우자","2016-01-18",,"2016-03-08","정보통신과","처리완료","부안읍"
885,"전북익산 유기견 보호소 관리문제","익산 유기 동물 보호소에서 동물을 다룰 때 거칠게 동물들 뒷통수를 꽉 움켜쥐질 않나 심지어 파이프까지 사용한다고 합니다. 이렇게 다루는거 봐서는 개장수가 개 다루는꼴과 더 가깝지 않나요?거기다 강아지들을 보호할 때 적절하지 않은 방법으로 보호를 해요. 발이 작은 소형견을 철장의 간격이 넓은 곳에 방치해 강아지가 계속 긴장상태를 유지할 수 밖에 없는 식으로요.더해서 시보호소에서 급여 동물 마리당 수당제로 지급하기 때문에 직원들이 애견 경매장이나 모란시장에서 동물들을 마구잡이로 들여와 사진 찍어올리고 안락사시킨다고 합니다. 같은 아이를 다른각도에서 찍어 눈속임까지 하고요.이렇게 동물학대를 일삼는 곳을 정말 보호소라고 할수 있나요.  정말 생각할수록 화나네요.저 곳에 민원 전화를 넣으니 오히려 뻔뻔하게 나온다는데 제발 빠른 시일내에 시정해주세요. 부탁드립니다.","2016-11-09","2016-11-09","2016-11-10","축산과","처리완료","부안읍"
886,"국화축제 자원봉사자 불친절","마한로 연장 공사에 대해 건의드립니다.마한로가 어양교차로에서 더이상 공사가 진행되지 않고있습니다.이번 부송 택지 공사로 인구 밀도가 높아질것이 당연한 일입니다.현재도 리젠시빌, 동도미소드림, 주공 8.9차 등등 주민들의 출퇴근이 몹시 불편합니다.부송택지까지 들어온다면 더욱 혼잡할 것입니다.이번 부송동 택지공사시에는 반드시 마한로가 도시계획대로 연장되어 완료될수 있도록해주시길 부탁드립니다.어양동 주민 드림. ","2016-11-06","2016-11-06","2016-11-15","교통행정과","처리완료","줄포면"
887,"어울누리 셔틀버스를 확대해 주세요.","7월부터 목천동으로 나가는 평화육교를 철거하고 새육교로교체하는 공사를 한다는데 익산시 홈페이지에는 공사관련내용을 알수가 없읍니다.육교교체공사가 언제부터 시작되며 공사중 버스의 코스변경등이 안내되어야 할텐데 그 흔한 안내 현수막 하나 걸려 있지 않습니다. 확실히 교체공사는 하는지요?","2018-07-03","2018-07-03","2018-07-04","교육정보과","처리완료","부안읍"
888,"살처분 취소","제대로된 행정을 해주시기를 ~~무조건적인 살처분 그것이 능사인지 손쉽게 하고나면 당신들은 속 편한지 ~~","2017-03-12","2017-03-12","2017-03-17","축산과","처리완료","계화면"
889,"5월17일 칠성1길 밤샘불법주차 보고서","5월14일 칠성1길 불법주차 보고서","2017-05-18","2017-05-18","2017-05-23","직소민원팀","처리완료","부안읍"
890,"(SPP-1808-0900526)소방주차구역 불법주차 수시로 단속좀 부탁합니다 *","안녕하십니까? 저는 광주광역시에 거주하는 홍정순입니다. 전북 부안군 보안면 월천리 761번지에 어머님이 홀로 거주하고 계십니다. 집에서 약 500미터 떨어진 곳에 밭이 위치하고 있습니다. 제 기억으로는 약15년전 도로 포장공사가 있었고 당시 도로면에 비해 높은 지대에 위치한 밭을 경계로 배수로 공사가 실시되었습니다. 그러나 공사 당시 밭의 토사가 도로로 유실되어 배수로의 막힘이 발생할 우려가 있었으나 이를 무시하고 축대 작업을 실시하지 않고 그대로 방치해 두었습니다. 작년 장마때에는 밭에서 유실된 토사로 인해 도로 사용에 많은 불편을 초래했었습니다. 현재는 가뭄으로 인해 토사가 유실되지는 않았지만 앞으노 많은 비가 오게 된다면 2017년과 같은 사태가 다시 발생한 우려는 많이 안고 있습니다. 또한 배고나 공사가 실시된 길의 중앙에 구멍이 발생되어 길을 걷다 빠지는 사고가 발생하기도 하였습니다. 재해가 발생되기 전에 배수로 정비와 축대 공사를 통해 불편을 해소해 주시기 바랍니다. 이에 관해 어머님이 여러차례 마을 이장님과 면장님에게 민원을 제기하였으나 실시되지 않고 도로의 토사 위험이 비교적 낮은 곳의 도로면은 배수로 공사는 이행되었습니다. 현장 실사를 통한 빠른 조치를 부탁드립니다.","2018-08-09",,"2018-08-17","건설교통과","처리완료","부안읍"
891,"익산시 유기견보호센터","사진을 보고 충격을 먹어 민원글 하나 올립니다살아있는 생명은 그 어떠한 거 보다 가장 소중하다고 생각하는 사람입니다. 저런 사람이 과연 정말 공무원이고 사람인가요? 저런 사람들도 우리의 세금을 받아먹고 살겠죠? 똑같이 당해봐야 자기가 뭘 잘못했는지 알겁니다. 무섭네요 익산시보호소관계자분들 정말 참 대단하십니다 창피한지아세요","2016-09-18","2016-09-18","2016-09-22","축산과","처리완료","주산면"
892,"차 없는 전주 영화의 거리","‘완강기 사용법’의 무료 ‘동영상’·‘앱’ 설치·활용 등을 통한 인명피해 최소화 방안","2018-03-07",,,"기획예산과","처리완료","부안읍"
893,"공유수면 점사용허가 관련중 신뢰보호의 원칙위반","신동에 사는데요 새벽에 자주 분뇨냄새같은 악취가 납니다. 아침을 상쾌한 기분으로 시작하고 싶은데 악취로 하루를 시작하자니 아침부터 짜증이 납니다. 이 악취가 어디서 왜 나는지, 언제쯤 개선될지 알고 싶습니다.","2017-06-26",,"2017-07-10","기획감사실","처리완료","서곡4길"
894,"남중동 벌레","반사경이 돌아가서 안보입니다.그리고 도로가 풀도 제초바랍니다. 풀이 우거저 차량이 잘 안보입니다, ","2018-05-30","2018-05-30","2018-05-30","남중동","처리완료","부안읍"
895,,"전라북도 부안군 부안읍 봉덕리 860인도정비좀 해주세요*  *(1/2) C: 2018/06/26 10:39:46(2/2) C: 2018/06/26 10:39:55G:  *",,,,,,"학동길"
896,"부안읍 오리정로 184 상가 앞 가로수로 인한 이의신청","전라북도 부안군 계화면 계화리 419-13하수구 멘홀뚜껑이 노후화되어서 주민들이 운동다니는데 많이 위험합니다.하수구 멘홀뚜껑좀 빠른 시일 안에 교체해주세요.주민들이 안전하게 운동할수 있게 해주세요.*  *(1/4) G: 2018/07/25 18:59:10(2/4) G: 2018/07/25 18:42:28(3/4) G: 2018/07/25 18:42:05(4/4) G: 2018/07/23 18:44:45G:  *","2018-08-01",,"2018-08-07","푸른도시과","처리완료","부안읍"
897,"유기견동물!","익산시 유기동물 시보호소에서 유기동물들을 함부로 다루며, 최소한의 케어조차 하지 않고 있습니다. 쇠파이프로 찌르며 공고사진을 찍고, 목덜미를 잡아당겨(일명 도그잡이라고 하는데, 개를 들어올리는데 굉장히 잘못된 방식입니다.) 사진을 찍는 등 동물에 대한 최소한의 지식도 없는 사람이 시보호소 담당을 하고 있는것 같네요. 작은 강아지가 편히 앉거나 걸어다닐수도 없게 구멍이 숭숭 뚫린 뜬장에 넣어두기도 합니다. 다른 문제점들도 굉장히 많습니다. 이건 유기동물 보호소가 아니라 무슨 개농장 수준입니다. 시보호소는 유기동물 마리 당 지원비를 받는걸로 알고있는데, 여기 시보호소는 대체 그 돈을 어디에 쓰는건지 궁금합니다. 담당 공무원 분들이 익산시 유기동물 시보호소를 제대로 관리감독 해주시고, 동물에 대해 제대로된 지식을 가지고 있는 사람이 보호소 담당자가 될 수 있도록 부탁드립니다.","2016-11-09","2016-11-09","2016-11-10","축산과","처리완료","부안읍"
898,"아파트 관리소 부조리등","부송동 영무 예다음 @ 주민이자 동대표 이자 .(감사) 입니다.본인에 아파트 관리사무실등이 엉터리이고 소장의. (여자) .(서영주택 위탁관리) 인격과 자질이 의심스럽고 .마치 소장이 우리 아파트 대통령 처럼 행동하고 마치 그사람을 위하여 존재 하는것 같습니다.주민 알기를 아주 허구 알로 알고 있는듯 합니다. (한마디로 하는 행동들이 좀 이해가 않되고 이상한게 많아요).여러번 대화도 해봤지만 아주 아나무니 식이고 대화도 않되요.이럴때 어떻케 해야 좋을 까요.?그리고 회계 감사도 의심스러워 한번 해보고 싶어요. (이것도 어떻케 해야 하나요).?","2016-11-01","2016-11-01","2016-11-02","주택과","처리완료","백토로"
899,"도로교통법(인력단속)","정헌율 익산시장님저는 완주군 삼례읍에 살고있는 김기대입니다.저의 처가가 익산이어서 익산을 자주가는데, 2012년7월12일 오전11시2분에 중앙동에서 아내와 처제가 은행에서 일을보고있는중에 도로변에서 잠시 정차하고있는데 주차위반으로 단속되어 과태료 50,000원이 발부되었는데, 지금 제가 납부를 했는지 안했는지 알수가 없습니다.그런데 오늘(5월16일) 체납고지서(과테료50,000원.가산금26,500원 합계76,500원)을 납부하라는 고지서를 받고 황당했습니다. 과태료를 납부하지 않으면 최소한 분기에 한번씩 독촉 고지서를 발부해야하는데, 저는 지금까지 그러한 독촉 고지서를 발부받은적이 없습니다. 그리고 저는 이러한 고지서 납부가 지연이되면 가산금이 부과되는것을 어느누구보다 잘알고 있습니다.그러나 익산시는 체납납부를 독려하지않고 말없이 있다가 과테료 50,000원에 가산금 26,500원을 내라고하는 행정이 익산시 지방행정의 수익을 올리기위한 한심스러운 행정인지 으심스럽습니다.시장님께서는 행정관료 출신으로 이러한 행정이 시민과 익산시를 위한것인지 잘 판단하여 주시기 바람니다. ","2016-05-16","2016-05-16","2016-05-19","교통행정과","처리완료","변산면"
900,"쓰레기 처리 문제","밑에 글쓴 부송동 `밤이면 밤마다 `가게  led조명 간판,"2017-09-16","2017-09-16","2017-09-27","청소자원과","처리완료","부안읍"
901,"(SPP-1802-0100416)밤이라 잘 안보이지만 가로등이 달려있는데 불이 안켜집니","전라북도 부안군 부안읍 동중리 156-9길가에 이런 구멍 때문에 어른이나 아이들이 발이빠지거나 구멍에 걸려서 넘어지니다 조치 부탁드립니다*  *(1/2) C: 2017/09/04 08:59:15(2/2) C: 2017/09/04 08:59:34G:*","2018-02-01",,"2018-02-13","부안읍","처리완료","위도면"
902,"현수막의 단속 (요청)","전라북도 부안군 변산면 도청리 산23-4부안모항 해나루 마실길에 못이 그대로 박혀있음","2016-10-29",,"2016-11-07","푸른도시과","처리완료","부안읍"
903,"12","익산시 평동로 어퍼트 신축부지중 평동로 767-9의 건물의 스레트지붕을 어제(1/20 토)와 오늘(1/21 일) 첨부 사진과 같이 비산먼지등의 방지 대책을실시하지 아니하고 스레이트 지붕의 철거 작업을 하고 있기에, 오늘 9시15분, 9시39분 익산시청 민원실 (1577-0072)에 비산먼지 발생 방지시설을 하고 철거작업을 할 수 있도록 요청과 이의 확인을 요청 한바 &ldquo;적격한 업체에서 철거중이다&rdquo;라고 시공사에서 답한다는 라는 답변을 들었습니다.적격업체의 철거여부보다, 현재 철거하고 있는 방법이 적법한 방법 인가 의문입니다. 작업자들은 방진작업복, 방진마스크 등을 착용하고 작업하면서, 철거작업중 발생되는 스레이트 비산먼지에 의한 인근주택 거주자들의 피해는 고려하지 않는 것 같습니다. 적법한 방법으로 철거작업이 이루어질 수 있도록 시정조치 하여주십시오.","2018-01-21","2018-01-21",,,"처리중","부안읍"
904,"전북익산 유기동물 보호소의 동물학대행위 처벌 촉구합니다","이게 학대지 어떻게 구조고 보호입니까?당장 무슨 조취를 해주세요","2016-11-09","2016-11-09","2016-11-10","축산과","처리완료","부안읍"
905,"(SPP-1801-2600079)처리바래요 * 첨부파일촬영시간 안내(안전신문고 운영관","<불법광고물> 불법광고물입니다[  : 부안교회 맞은편 ] (1/1) I : 2017.10.14 14:38:23 A :  : I :  .[ (02-2195-1129~30)]","2018-01-26",,"2018-02-02","푸른도시과","처리완료","상서면"
906,"한솔장례식장 장애인 전용 주차구역의 안내표지판 설치 미 설치","익산시의 유기동물보호소 운영관리 실태가 가히 참담합니다.민원문서답변에서는 보호소 지정동물병원에서 응급치료후 보호소 입소한다고 해놓고통화에선 입장을 바꾸는 것을 비롯해 민원인이 외부에서 치료를 해주겠다는 것도공고 전에는 내보낼 수 없다는 입장만 고수하면서 정작 치료의 의무는 하지 않고모순되어 이해되지 않는 부분이 많네요.치료도 안하면서 생명이라 안락사는 안된다는 말은 죽이지는 않으니 고통스러워도사는데 까지는 살다가 죽으라는 소리와 다르지 않아보입니다.케어와 마찬가지로  저 또한 익산시에 다음과 같이 촉구합니다.       1. 적절한 치료 시스템 마련 (고통을 덜어줄 수 있는 응급치료)      2. 인도적인 안락사 시스템 마련       3. 엄격한 입양 시스템 마련       4. 보호소 시설 개선 및 급수, 급여 등 기본적 관리 철저      5. 보호소 운영자에 대한 관리 및 교육       6. 정기적 관리 감독 이행       7. 유기동물 관리대장 및 APMS 공고, 등록 및 관리 철저- See more at: http://fromcare.org/info/notice.htm?code=notice&bbs_id=51770&page=1&Sch_Method=&Sch_Txt=&md=read#sthash.pSyX7u7t.dpuf 끝으로 민원에 대한 답변 sms 통해서건 휴대전화를 통해서건 조속히 바랍니다. 제기된 민원 검토중이라는 등 내용반영하겠다는 등의 관례적인 답변 말고요구안 7가지에 대해 구체적인 논의 내용과 진행 계획 등을 답변바랍니다.그리고 두당 75,000원의 보호비용 비롯한 재정운영내역 등 총체적인 관리실태 감사 요청합니다.    개인 민원인에게 일일이 하기 어려우면 익산시 ~과의 이름으로 공식 서면 답변 발표하면 보겠습니다.","2016-09-22","2016-09-22","2016-09-22","경로장애인과","처리완료","부안읍"
907,"민원서","10년전 부안에 눈이 많이 와서 하루 아침에 양계장이 무너져 막막했습니다 무너지고 나서 군인들 전경들 고생많이 하셨고 국회의원 및 시의원 오셔서 보고 가더라고요 그리고 김종규 군수에게 폐기물 치워달라 했는데 알겠다 애기하고 구두로 약속도 해주셨는데나이가 많으신 부모님은 군수님이 약속하신거니 지켜주시겠지 군수님만 믿고 기다렸습니다. 그로몇년이 지나고 보다못한 제가부안군청에 민원을 넣었지만 돌아오는답은 예산이없다이야기였습니다. 폐타이어에서는 우레탄 환경오염물질이 계속나오고 ?지도않고 그대로있는데 그옆에서 지하수를 마시며 생활하시는 나이드신부모님이 정말 걱정이됩니다.다시한번 현장평가를 내려주시고 처리부탁드립니다또 집 바로 옆에 배수로가 작년 폭우에 땅이 유실되어 막혀있어그것또한 민원을 넣었지만 예산이 없어서 못해주신다는데..배수로도 현장평가후 답변주시길 바랍니다","2017-12-12",,"2017-12-20","민원소통과","처리완료","부안읍"
908,"불법주정차단속","동아아파트 사거리 정우화인(전북 익산시 석암로1길 63-8)앞 트럭 불법주정차로 통행에 상당한 불편이 있습니다.단속 좀 해주세요","2016-12-16","2016-12-16","2016-12-22","교통행정과","처리완료","백산면"
909,"오산면 음식물쓰레기 버리는 곳 설치요청","익산시는 제설작업 예산이 없는건가요??급작스레 내린 눈도 아니고 기상예보까지 눈 내린다고 했는데 아침 출근시간에도 제설작업이 어떻게 하나도 안되어있는거죠?그러다 폭설이라도 내리면 익산시민은 그냥 발이 묶인채로 있어야하는건가요?밤사이 내린눈에 제설작업이 제대로 안되어있으니 사고 위험율만 높아지는거 아닌가요?익산에서 살게 된지 몇년 안됐지만 진심 제설작업 제대로 한적을 본 적이 없네요..","2018-02-10","2018-02-10","2018-02-12","청소자원과","처리완료","부안읍"
910,"인도좀 만들어주세요. 위험위험","안녕하세요. 익산시 덕기동에 있는 도로상태가 너무 위험천만하여 를 드리고자 합니다.팔봉장례식장에서 왕궁탑으로 이어지는 2차선 도로가 있습니다.오랜 세월 살아가면서 참 좋은 곳이었는데 도로가 생기면서 편리함보다는 불편함이 너무 많이생기네요.. 처음엔 버스운행을 할지도 모른다는 소문도 있긴 했었는데. 아직 없으니 그것은 아닌듯 하고..현재는 그 조용한 시골동네에 너무 많은 차들이 그리고 너무 큰 차들이 그리고 너무 빨리 달리고 있는 실정입니다.평화롭게 키우던 애완 동물들도 모두 목줄을 달아 감금(?)을 해야만 하는 상황이고..(집나가면 차에 치이는게 비일비재), 각 집앞 샛길에서 그 도로로 나갈때 시야 확보도 어려워서 위험한 경우가 한두번이 아니네요.무엇보다.. 아직 그곳에 버스를 타기위해 1km정도를 걸어야 하는 학생과 어르신들이 아직도 많은데 그곳은 인도가 마련되어 있지 않은곳입니다... 사람들이 그 차들의 무한질주를 피해가며 차도로 걷고 있습니다. 타지의 사람들의 편의를 위해 그 고향에 살던 사람들의 불편함을 너무 많이 만들어 버린듯 합니다... 덤프트럭이 수없이 빠른 속도로 다니는데도.. 인도가 마련되지 않은 상황입니다.. 밤에 운전하다 보면 검은옷에 걷는 사람들에 깜짝 깜짝 놀랍니다. 한번 오셔서 차량 속도 그리고 하루 차량 운행량 점검해보시고.. 사람이 걸을수 있는 길이 확보가 되어있는지 확인해 봐 주세요... 정말 위험합니다. 사람이 차에 치여서 인사가 발생해야만 신경 써주실건가요?그리고 그곳이 혹시  익산 둘레길이었나요?~~ 사람이 걸을수 없는 길에 썩어 말라가는 표지판을 고스라니 박아 놓다니..... 정말이지 여러 사람을 위한 길이라고 하지만 그 안에 살고 있는 주민들의 안전을 최고로 해주시길 부탁드립니다. 그안에 거주하는 주민들이 걸을수 있는 인도좀 마련해주세요.. 오른쪽이든 왼쪽이든 한쪽만이라도 만들어주세요.. 제발..~~~~ 그리고 그리 불편함을 주셨다면 하루에 한두번이라도 버스를 운행해주실수는 없는건가요?아직 시골이라.. 차를 갖고 있지 않고 걸어다니시는 어르신이 많습니다. 익산 ~ 삼례 또는 왕궁측으로.. 도움 부탁드립니다.","2017-09-19","2017-09-19","2017-09-21","교통행정과","처리완료","변산면"
911,"[생활불편신고]장애인 전용주차구역 불법주차","전라북도 부안군 부안읍 모산리 205-2불법현수막이 고정이 안되서 펄럭거림*  *(1/1) C: 2018/03/23 19:54:59G:  *","2018-03-27",,"2018-03-28","주민행복지원실","처리완료","변산면"
912,"장연마을 잉글리쉬 쉽독 동물학대 엄중한 처벌을 원합니다.","처음에 이야기듣고 진짜 공포영화인 줄 알았네요.각종 sns와 커뮤니티에 가여운 하트의 이야기가 퍼지고 있습니다.엄중치 못한 처벌로 유야무야 지나간다면 익산하면 이 사건밖에 기억에 남지 않을 것 같구요.익산에 대한 이미지 또한 전국의 많은 국민들이 어찌 생각하게될런지....빠른 시일내에 학대에 가담한 주민들을 조사하고 그에 따른 엄중한 처벌을 내려주시어 공명정대한 지자체의 힘을 보여주셨으면 바라봅니다.","2016-10-03","2016-10-03","2016-10-06","축산과","처리완료","변산면"
913,"골프장 소음 관련","익산시의 현재 LPG가격이 810~821원 입니다.전주 시세는 740~750원김제의 시세는 702~712원 입니다익산시 LPG업체에서 택시회사에 리베이트를 주기위해 이렇게 비쌀수밖에 없는 이유라고 하는데 단속좀 부탁드립니다","2017-05-30","2017-05-30","2017-06-05","녹색환경과","처리완료","진서면"
914,"신호기 제어반(?) 설치 위치","전라북도 부안군 부안읍 봉덕리 421부안여고밑 신호등 작동안함 처리바래요*  *(1/1) C: 2018/03/02 09:38:19G:  *","2018-03-05",,"2018-03-08","건설교통과","처리완료","부안읍"
915,"공연대관 취소및 문의","종이로 된 안내판은 시간도 정확하지 않을 뿐더러 출발기준시간으로 안내되어서 사간맞춰 나오기 애매하더라구요저는 남중동 사는데 민원실쪽 정류장이랑 시청앞 정류장을 주로 사용합니다 만약 버스노선안내판이 있으면 지금 버스가 어느 위치에 있으니 민원실쪽 버스를 타거나 시청쪽 버스를 타거나 유동적으로 선택할 수 있겠죠 실제로 어제 그런 상황을 겪었습니다 ㅜㅜ 가까운 전주 군산은 이미 도입했던데 익산도 한 번 고려해주시길 바랍니다","2017-07-21","2017-07-21","2017-07-26","예술의전당사업소","처리완료","부안읍"
916,"[안전신고] (SPP-1604-1113232)반사경넘어짐",": 전라북도 부안군 변산면 격포로 18-13 격포버스정류장 옆 뽕트락피자&치킨격포버스정류장 옆 뽕트락피자&치킨 측면 전기계량기와 가스통 근접으로 사고위험","2016-04-18",,"2016-04-21","건설교통과","처리완료","부안읍"
917,"녹색환경과 정보공개관련","안녕하세요? 중앙체육공원을 자주 찾는 시민입니다. 공원내에 설치되어 있는 카드 공중전화기를 포함한 공중전화 부스가 아직도 필요한지에 대한 의문이 생겨 글을 쓰게 되었습니다. 이용하는 사람이 있고 관리가 되는것이 아니라면 미관상 좋지도 않을뿐더러 공원이 관리되지 않고 있다는 느낌을 방문객에게 주기 때문에 철거를 했으면 하는 생각입니다. 그리고, 운동장에 목줄 푼 애완견으로 지난번에도 민원글 올렸는데 아직도 운동장에 목줄을 푼 강아지들이 있습니다. 지속적인 관리 부탁드립니다.","2017-10-10","2017-10-11","2017-10-13","행정지원과","처리완료","부안읍"
